Customer_Id,Churn,Gender,Senior_Citizen,Partner,Dependents,Tenure,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_Tv,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Charges_Monthly,Charges_Total,Total_Days,Charges_Daily,Faixa_Valor_Total,Faixa_Charges_Daily,Grupo_Idade,Tenure_Faixa,Grupo,Churn_Label
3638-DIMPH,0.0,Female,0,1,0,13,1,0,DSL,0,0,0,0,0,0,One year,0,Electronic check,43.8,592.65,390,1.5196153846153846,500-750,1-2,Não Idoso,12-23,Não Idoso,Não Churn
3638-VBZTA,0.0,Male,0,0,1,68,1,1,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),86.5,5882.75,2040,2.883700980392157,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
3638-WEABW,0.0,Female,0,1,0,58,1,1,DSL,0,1,0,1,0,0,Two year,1,Credit card (automatic),59.9,3505.1,1740,2.014425287356322,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
3639-XJHKQ,0.0,Female,0,0,1,19,1,0,DSL,1,1,1,0,0,0,Month-to-month,1,Electronic check,60.6,1297.8,570,2.276842105263158,1000-1500,2-3,Não Idoso,12-23,Não Idoso,Não Churn
3640-JQGJG,0.0,Male,0,1,1,13,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),44.8,559.2,390,1.433846153846154,500-750,1-2,Não Idoso,12-23,Não Idoso,Não Churn
3640-PHQXK,1.0,Female,0,0,0,31,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.9,2806.9,930,3.0181720430107526,2000+,3-4,Não Idoso,24-35,Não Idoso,Churn
3642-BYHDO,0.0,Female,0,1,1,71,1,0,No,3,3,3,3,3,3,Two year,0,Bank transfer (automatic),19.9,1389.35,2130,0.6522769953051643,1000-1500,0-1,Não Idoso,60-71,Não Idoso,Não Churn
3642-GKTCT,0.0,Female,0,0,0,61,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Mailed check,115.1,6993.65,1830,3.8216666666666663,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
3643-AHCFP,1.0,Male,1,1,0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.6,644.35,210,3.0683333333333334,500-750,3-4,Idoso,0-11,Idoso,Churn
3644-QXEHN,0.0,Male,0,1,1,13,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,97.0,1334.45,390,3.421666666666667,1000-1500,3-4,Não Idoso,12-23,Não Idoso,Não Churn
3645-DEYGF,0.0,Male,0,0,1,1,1,0,No,3,3,3,3,3,3,Month-to-month,0,Mailed check,20.75,20.75,30,0.6916666666666667,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3646-ITDGM,0.0,Female,0,0,0,56,1,0,No,3,3,3,3,3,3,Two year,0,Bank transfer (automatic),19.7,1051.9,1680,0.6261309523809524,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
3647-GMGDH,1.0,Male,0,1,0,22,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),94.7,1914.9,660,2.9013636363636364,1500-2000,2-3,Não Idoso,12-23,Não Idoso,Churn
3648-GZPHF,0.0,Male,0,1,1,32,0,3,DSL,0,0,1,1,0,0,One year,1,Mailed check,36.25,1151.05,960,1.1990104166666666,1000-1500,1-2,Não Idoso,24-35,Não Idoso,Não Churn
3649-JPUGY,0.0,Male,0,0,0,72,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),88.6,6201.95,2160,2.871273148148148,2000+,2-3,Não Idoso,,Não Idoso,Não Churn
3653-NCRDJ,0.0,Male,0,1,1,43,1,0,No,3,3,3,3,3,3,One year,1,Mailed check,19.2,776.25,1290,0.6017441860465116,750-1000,0-1,Não Idoso,36-47,Não Idoso,Não Churn
3654-ARMGP,0.0,Female,0,0,0,61,1,1,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),88.65,5321.25,1830,2.9077868852459017,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
3655-SNQYZ,0.0,Female,0,1,1,69,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),113.25,7895.15,2070,3.8140821256038646,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
3656-TKRVZ,1.0,Female,0,0,0,3,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,55.35,165.2,90,1.8355555555555554,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
3657-COGMW,0.0,Female,1,0,0,52,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Credit card (automatic),108.1,5839.3,1560,3.743141025641026,2000+,3-4,Idoso,48-59,Idoso,Não Churn
3658-KIBGF,1.0,Female,0,0,0,1,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,54.9,54.9,30,1.8299999999999998,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
3658-QQJYD,0.0,Male,0,0,0,62,1,0,DSL,1,1,0,0,1,1,One year,1,Credit card (automatic),74.3,4698.05,1860,2.5258333333333334,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
3662-FXJFO,0.0,Female,0,0,0,54,1,0,No,3,3,3,3,3,3,Two year,1,Mailed check,20.5,1035.7,1620,0.639320987654321,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
3663-MITLP,1.0,Female,0,0,0,15,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,101.25,1457.25,450,3.2383333333333333,1000-1500,3-4,Não Idoso,12-23,Não Idoso,Churn
3665-JATSN,0.0,Female,0,0,0,19,0,3,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,39.7,710.05,570,1.2457017543859648,500-750,1-2,Não Idoso,12-23,Não Idoso,Não Churn
3668-QPYBK,1.0,Male,0,0,0,2,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,53.85,108.15,60,1.8025,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
3669-LVWZB,1.0,Male,0,0,0,5,0,3,DSL,0,1,0,0,1,1,Month-to-month,1,Mailed check,51.0,305.95,150,2.0396666666666667,250-500,2-3,Não Idoso,0-11,Não Idoso,Churn
3669-OYSJI,1.0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),46.2,46.2,30,1.54,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
3669-WHAFY,0.0,Female,0,1,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.15,8078.1,2130,3.7925352112676056,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
3671-SHRSP,1.0,Male,0,1,0,4,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Mailed check,80.6,319.15,120,2.659583333333333,250-500,2-3,Não Idoso,0-11,Não Idoso,Churn
3672-YITQD,1.0,Male,1,1,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.1,3021.6,1080,2.7977777777777777,2000+,2-3,Idoso,36-47,Idoso,Churn
3675-EQOZA,0.0,Male,0,0,0,5,1,0,No,3,3,3,3,3,3,Month-to-month,0,Bank transfer (automatic),20.65,93.55,150,0.6236666666666667,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3675-YDUPJ,0.0,Male,0,0,0,10,1,0,No,3,3,3,3,3,3,Month-to-month,1,Mailed check,19.85,193.05,300,0.6435000000000001,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3677-IYRBF,1.0,Female,1,0,0,2,0,3,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,30.4,78.65,60,1.3108333333333335,0-250,1-2,Idoso,0-11,Idoso,Churn
3677-TNKIO,1.0,Female,0,0,0,14,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),71.0,914.0,420,2.176190476190476,750-1000,2-3,Não Idoso,12-23,Não Idoso,Churn
3678-MNGZX,0.0,Male,0,1,1,68,1,0,No,3,3,3,3,3,3,Two year,0,Bank transfer (automatic),19.95,1377.7,2040,0.675343137254902,1000-1500,0-1,Não Idoso,60-71,Não Idoso,Não Churn
3679-XASPY,0.0,Female,0,1,1,1,1,0,No,3,3,3,3,3,3,Month-to-month,0,Electronic check,19.45,19.45,30,0.6483333333333333,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3680-CTHUH,0.0,Male,0,0,0,60,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Credit card (automatic),116.6,7049.5,1800,3.9163888888888887,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
3682-YEUWS,0.0,Male,0,1,1,10,1,1,No,3,3,3,3,3,3,Month-to-month,1,Mailed check,24.4,253.9,300,0.8463333333333334,250-500,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3683-QKIUE,1.0,Female,0,0,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),50.8,288.05,180,1.600277777777778,250-500,1-2,Não Idoso,0-11,Não Idoso,Churn
3685-YLCMQ,1.0,Male,0,0,0,58,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,104.65,6219.6,1740,3.57448275862069,2000+,3-4,Não Idoso,48-59,Não Idoso,Churn
3688-FTHLT,0.0,Female,0,0,0,16,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),63.05,1067.05,480,2.2230208333333334,1000-1500,2-3,Não Idoso,12-23,Não Idoso,Não Churn
3689-MOZGR,0.0,Female,0,0,0,29,0,3,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,31.2,926.2,870,1.0645977011494254,750-1000,1-2,Não Idoso,24-35,Não Idoso,Não Churn
3692-JHONH,0.0,Female,1,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,106.5,5621.85,1560,3.6037500000000002,2000+,3-4,Idoso,48-59,Idoso,Não Churn
3694-DELSO,0.0,Male,0,1,1,4,0,3,DSL,1,0,0,0,1,0,Month-to-month,0,Credit card (automatic),38.55,156.1,120,1.3008333333333333,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
3694-GLTJM,0.0,Female,0,0,0,5,1,0,No,3,3,3,3,3,3,Month-to-month,1,Credit card (automatic),19.65,92.05,150,0.6136666666666667,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3696-DFHHB,0.0,Female,0,0,0,68,1,1,No,3,3,3,3,3,3,Two year,0,Bank transfer (automatic),25.5,1821.8,2040,0.8930392156862745,1500-2000,0-1,Não Idoso,60-71,Não Idoso,Não Churn
3696-XRIEN,0.0,Female,0,0,0,50,1,1,DSL,1,0,1,1,1,1,One year,1,Credit card (automatic),82.5,4179.1,1500,2.7860666666666667,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
3701-SFMUH,0.0,Male,0,1,1,7,1,0,DSL,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),69.7,516.15,210,2.4578571428571427,500-750,2-3,Não Idoso,0-11,Não Idoso,Não Churn
3703-KBKZP,0.0,Male,1,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.45,1261.35,480,2.6278124999999997,1000-1500,2-3,Idoso,12-23,Idoso,Não Churn
3703-TTEPD,0.0,Male,0,0,0,21,1,0,DSL,1,0,1,0,1,0,Month-to-month,0,Bank transfer (automatic),65.35,1424.4,630,2.2609523809523813,1000-1500,2-3,Não Idoso,12-23,Não Idoso,Não Churn
3703-VAVCL,1.0,Male,0,1,1,2,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,0,Credit card (automatic),90.0,190.05,60,3.1675,0-250,3-4,Não Idoso,0-11,Não Idoso,Churn
3704-IEAXF,0.0,Female,0,1,1,72,0,3,DSL,0,1,0,1,1,1,Two year,0,Credit card (automatic),53.65,3784.0,2160,1.7518518518518518,2000+,1-2,Não Idoso,,Não Idoso,Não Churn
3705-PSNGL,1.0,Male,0,0,0,45,1,0,No,3,3,3,3,3,3,One year,1,Electronic check,20.4,930.45,1350,0.6892222222222223,750-1000,0-1,Não Idoso,36-47,Não Idoso,Churn
3705-RHRFR,0.0,Female,0,1,0,69,1,1,Fiber optic,1,0,0,0,1,1,Two year,0,Bank transfer (automatic),99.15,6875.35,2070,3.321425120772947,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
3707-GNWHM,1.0,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.25,74.25,30,2.475,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
3707-LRWZD,1.0,Female,0,0,0,32,1,1,Fiber optic,0,0,0,0,1,0,One year,0,Electronic check,84.05,2781.85,960,2.8977604166666664,2000+,2-3,Não Idoso,24-35,Não Idoso,Churn
3709-OIJEA,0.0,Male,0,0,0,26,1,0,Fiber optic,0,1,1,1,0,0,One year,1,Electronic check,85.2,2184.6,780,2.8007692307692307,2000+,2-3,Não Idoso,24-35,Não Idoso,Não Churn
3712-PKXZA,0.0,Male,0,1,0,61,1,0,No,3,3,3,3,3,3,One year,1,Credit card (automatic),20.55,1252.0,1830,0.6841530054644809,1000-1500,0-1,Não Idoso,60-71,Não Idoso,Não Churn
3714-JTVOV,1.0,Female,1,1,0,42,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.15,3229.4,1260,2.563015873015873,2000+,2-3,Idoso,36-47,Idoso,Churn
3714-NTNFO,0.0,Female,0,0,0,49,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.5,3906.7,1470,2.6576190476190473,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
3714-XPXBW,0.0,Female,0,0,0,37,1,1,DSL,1,1,1,1,1,0,Month-to-month,1,Credit card (automatic),78.9,2976.95,1110,2.681936936936937,2000+,2-3,Não Idoso,36-47,Não Idoso,Não Churn
3716-BDVDB,1.0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.1,69.1,30,2.3033333333333332,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
3716-LRGXK,0.0,Male,0,1,0,60,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Credit card (automatic),101.15,6067.4,1800,3.3707777777777777,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
3716-UVSPD,0.0,Male,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,49.3,49.3,30,1.6433333333333333,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
3717-FDJFU,0.0,Male,0,0,1,5,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,20.45,106.9,150,0.7126666666666667,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3717-LNXKW,0.0,Male,0,1,0,38,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),91.7,3479.05,1140,3.051798245614035,2000+,3-4,Não Idoso,36-47,Não Idoso,Não Churn
3717-OEAUQ,0.0,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.7,129.2,60,2.1533333333333333,0-250,2-3,Não Idoso,0-11,Não Idoso,Não Churn
3717-OFRTN,0.0,Male,0,0,0,1,1,0,No,3,3,3,3,3,3,Month-to-month,0,Bank transfer (automatic),19.75,19.75,30,0.6583333333333333,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3719-TDVQB,0.0,Female,1,1,0,54,1,0,No,3,3,3,3,3,3,Two year,1,Mailed check,18.95,1031.1,1620,0.6364814814814814,1000-1500,0-1,Idoso,48-59,Idoso,Não Churn
3720-DBRWL,0.0,Male,0,1,0,51,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),83.85,4307.1,1530,2.8150980392156866,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
3721-CNEYS,1.0,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.95,137.95,60,2.2991666666666664,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
3721-CNZHX,0.0,Male,0,0,0,15,1,0,No,3,3,3,3,3,3,One year,0,Mailed check,19.8,304.6,450,0.676888888888889,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
3721-WKIIL,0.0,Female,0,0,0,27,1,0,No,3,3,3,3,3,3,Two year,1,Mailed check,19.6,561.15,810,0.6927777777777777,500-750,0-1,Não Idoso,24-35,Não Idoso,Não Churn
3722-WPXTK,1.0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,88.35,88.35,30,2.945,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
3723-BFBGR,0.0,Male,1,0,0,24,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),54.8,1291.3,720,1.7934722222222221,1000-1500,1-2,Idoso,24-35,Idoso,Não Churn
3724-BSCVH,0.0,Male,0,1,1,10,1,0,No,3,3,3,3,3,3,One year,0,Mailed check,20.45,242.4,300,0.808,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3724-UCSHY,0.0,Male,0,1,1,6,1,0,No,3,3,3,3,3,3,Month-to-month,0,Mailed check,19.55,122.9,180,0.6827777777777778,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3726-TBHQT,0.0,Male,0,1,1,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.0,8175.9,2130,3.8384507042253517,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
3727-JEZTU,0.0,Female,0,0,0,1,1,0,No,3,3,3,3,3,3,Month-to-month,0,Mailed check,20.4,20.4,30,0.6799999999999999,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3727-OVPRY,0.0,Male,0,1,1,66,1,1,No,3,3,3,3,3,3,One year,1,Credit card (automatic),25.7,1714.55,1980,0.8659343434343434,1500-2000,0-1,Não Idoso,60-71,Não Idoso,Não Churn
3727-OWVYD,0.0,Male,0,0,0,35,1,0,DSL,1,1,1,0,0,0,One year,0,Mailed check,61.2,2021.2,1050,1.924952380952381,2000+,1-2,Não Idoso,24-35,Não Idoso,Não Churn
3727-RJMEO,1.0,Male,0,1,0,6,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,82.85,460.25,180,2.5569444444444445,250-500,2-3,Não Idoso,0-11,Não Idoso,Churn
3729-OWRVL,0.0,Male,1,0,0,65,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,110.35,7246.15,1950,3.715974358974359,2000+,3-4,Idoso,60-71,Idoso,Não Churn
3733-LSYCE,0.0,Female,0,1,0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.35,1114.55,450,2.4767777777777775,1000-1500,2-3,Não Idoso,12-23,Não Idoso,Não Churn
3733-UOCWF,0.0,Male,1,1,0,61,1,1,Fiber optic,0,1,0,1,0,0,One year,1,Bank transfer (automatic),85.55,5251.75,1830,2.869808743169399,2000+,2-3,Idoso,60-71,Idoso,Não Churn
3733-ZEECP,0.0,Male,0,1,1,22,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,51.1,1232.9,660,1.8680303030303032,1000-1500,1-2,Não Idoso,12-23,Não Idoso,Não Churn
3736-BLEPA,0.0,Male,0,0,0,28,1,0,Fiber optic,0,1,0,1,1,0,One year,1,Bank transfer (automatic),91.25,2483.65,840,2.9567261904761906,2000+,2-3,Não Idoso,24-35,Não Idoso,Não Churn
3737-GCSPV,1.0,Female,0,1,0,11,1,1,Fiber optic,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),96.2,1222.05,330,3.703181818181818,1000-1500,3-4,Não Idoso,0-11,Não Idoso,Churn
3737-XBQDD,0.0,Male,0,0,0,24,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),84.85,2048.8,720,2.845555555555556,2000+,2-3,Não Idoso,24-35,Não Idoso,Não Churn
3739-YBWAB,0.0,Male,0,1,0,36,0,3,DSL,1,0,1,0,0,0,One year,0,Mailed check,35.35,1317.95,1080,1.2203240740740742,1000-1500,1-2,Não Idoso,36-47,Não Idoso,Não Churn
3740-RLMVT,0.0,Male,1,1,0,67,1,0,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),60.95,4119.4,2010,2.0494527363184076,2000+,2-3,Idoso,60-71,Idoso,Não Churn
3744-ZBHON,0.0,Female,0,0,0,3,1,0,No,3,3,3,3,3,3,Month-to-month,0,Electronic check,20.2,65.95,90,0.7327777777777779,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3744-ZRRDZ,1.0,Male,0,0,0,21,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,82.35,1852.85,630,2.941031746031746,1500-2000,2-3,Não Idoso,12-23,Não Idoso,Churn
3745-HRPHI,0.0,Male,0,1,1,66,0,3,DSL,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),54.65,3632.0,1980,1.8343434343434344,2000+,1-2,Não Idoso,60-71,Não Idoso,Não Churn
3746-EUBYR,1.0,Male,0,1,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.6,74.6,30,2.4866666666666664,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
3748-FVMZZ,0.0,Male,0,0,0,4,0,3,DSL,0,0,0,1,0,1,Month-to-month,1,Electronic check,40.05,162.45,120,1.35375,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
3750-CKVKH,1.0,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,67.75,116.65,60,1.9441666666666668,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
3750-RNQKR,0.0,Female,0,0,0,12,1,0,No,3,3,3,3,3,3,Month-to-month,0,Mailed check,19.45,246.25,360,0.6840277777777778,0-250,0-1,Não Idoso,12-23,Não Idoso,Não Churn
3750-YHRYO,0.0,Male,0,1,1,7,1,0,No,3,3,3,3,3,3,One year,0,Mailed check,20.65,150.0,210,0.7142857142857143,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
3751-KTZEL,1.0,Female,0,0,0,1,0,3,DSL,0,0,0,0,0,1,Month-to-month,0,Mailed check,35.05,35.05,30,1.1683333333333332,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
3752-CQSJI,0.0,Female,0,1,1,13,1,0,No,3,3,3,3,3,3,Month-to-month,1,Mailed check,20.45,254.5,390,0.6525641025641026,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
3753-TSEMP,1.0,Female,0,1,0,15,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,88.15,1390.6,450,3.090222222222222,1000-1500,3-4,Não Idoso,12-23,Não Idoso,Churn
3754-DXMRT,1.0,Male,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.15,92.65,60,1.5441666666666667,0-250,1-2,Idoso,0-11,Idoso,Churn
3755-JBMNH,1.0,Male,1,1,0,16,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),71.8,1167.8,480,2.4329166666666664,1000-1500,2-3,Idoso,12-23,Idoso,Churn
3756-VNWDH,0.0,Male,1,1,0,65,1,1,Fiber optic,1,0,0,0,1,1,One year,1,Electronic check,100.75,6674.65,1950,3.422897435897436,2000+,3-4,Idoso,60-71,Idoso,Não Churn
3757-NJYBX,1.0,Male,1,1,0,32,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Bank transfer (automatic),106.35,3520.75,960,3.6674479166666667,2000+,3-4,Idoso,24-35,Idoso,Churn
3758-CKOQL,0.0,Female,0,1,0,59,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),107.0,6152.3,1770,3.475875706214689,2000+,3-4,Não Idoso,48-59,Não Idoso,Não Churn
3761-FLYZI,0.0,Female,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),108.8,7082.45,1950,3.632025641025641,2000+,3-4,Idoso,60-71,Idoso,Não Churn
3763-GCZHZ,1.0,Male,0,1,0,66,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,104.05,6890.0,1980,3.4797979797979797,2000+,3-4,Não Idoso,60-71,Não Idoso,Churn
3764-MNMOI,0.0,Male,0,0,0,46,1,0,No,3,3,3,3,3,3,Two year,0,Credit card (automatic),19.2,908.15,1380,0.6580797101449275,750-1000,0-1,Não Idoso,36-47,Não Idoso,Não Churn
3765-JXVKY,1.0,Female,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,74.7,30,2.49,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
3766-EJLFL,0.0,Female,0,1,1,68,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),109.05,7508.55,2040,3.6806617647058824,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
3768-NLUBH,1.0,Male,1,1,0,57,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,100.6,5746.15,1710,3.3603216374269005,2000+,3-4,Idoso,48-59,Idoso,Churn
3768-VHXQO,0.0,Male,0,1,0,67,1,1,No,3,3,3,3,3,3,Two year,0,Credit card (automatic),24.85,1583.5,2010,0.7878109452736318,1500-2000,0-1,Não Idoso,60-71,Não Idoso,Não Churn
3769-MHZNV,0.0,Female,0,1,1,33,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,20.1,670.35,990,0.6771212121212121,500-750,0-1,Não Idoso,24-35,Não Idoso,Não Churn
3771-PZOBW,0.0,Male,0,0,0,20,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),90.7,1781.35,600,2.9689166666666664,1500-2000,2-3,Não Idoso,12-23,Não Idoso,Não Churn
3774-VBNXY,0.0,Female,0,1,1,64,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,20.2,1277.75,1920,0.6654947916666667,1000-1500,0-1,Não Idoso,60-71,Não Idoso,Não Churn
3776-EKTKM,1.0,Female,1,0,0,1,0,3,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,36.45,36.45,30,1.215,0-250,1-2,Idoso,0-11,Idoso,Churn
3777-XROBG,0.0,Female,0,1,1,58,1,0,No,3,3,3,3,3,3,Two year,0,Credit card (automatic),19.55,1079.65,1740,0.6204885057471264,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
3778-FOAQW,0.0,Female,0,1,0,24,1,0,No,3,3,3,3,3,3,One year,0,Mailed check,20.15,456.85,720,0.6345138888888889,250-500,0-1,Não Idoso,24-35,Não Idoso,Não Churn
3779-OSWCF,0.0,Female,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),93.2,6506.15,2130,3.0545305164319245,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
3780-DDGSE,0.0,Male,1,1,1,35,1,0,DSL,0,1,0,1,1,1,Month-to-month,1,Electronic check,76.05,2747.2,1050,2.6163809523809523,2000+,2-3,Idoso,24-35,Idoso,Não Churn
3780-YVMFA,0.0,Female,0,1,1,8,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,68.55,564.35,240,2.3514583333333334,500-750,2-3,Não Idoso,0-11,Não Idoso,Não Churn
